en_review	sentiment
. . Production...? Zero! Acting...? Minus Zero! I don't know what to say again o! Just ensure you avoid this, if ever you come across it.. . 	negative
 . . I have cut out a little snippet that will show you just how completely rubbish the movie is. The snippet shows the part where the guy (husband) dies and becomes a ghost. As is common, the idea is that, his ghost leaves his body and the ghost is signified by it's transparency, but unfortunately... If you look closely, you will see that even the cars driving by are also transparent... am like, maybe they are ghost cars, huh???. . 	negative
Forget the hype... leave it at the door.	negative
This movie is ridiculous. Definitely not one to go see at the cinemas... so, save your money.... wait till it's out on DVD and even then... only borrow it.	negative
There's almost no redeeming factor in this movie and trust me, I really did want to like this one. But, in the end... it turns out to be a terribly ridiculous comedy. It's a grand example of what happens when a movie is built only on hype and more hype... you get a bad product. And that's it... it's a bad product, even for Nigerian standard.	negative
The acting is mind-less-ly terrible; you almost find yourself feeling embarrassed for the actors. In this day and age when comedy in Nigeria, has matured so much, these guys are bumbling over themselves trying desperately to make you laugh. I have always believed that the making of a good comedy, comes from creating a funny scenario... but dragging a lady you just hit with your car, out of your house, by her two legs, through your sitting room, while she screams and grabs at any thing she can hold on to, just isn't a scenario for good comedy... not especially when you are targeting sophisticated adults. Guess what? That actually happened in this movie. So, before you go see this one ... ask yourself if seeing Chris Attoh crash and fall over on a tread-mill while stretching to steal a look at a picture in a magazine, will make you laugh? If your answer is Yes... hop and go see it. If not, take my opening advice.	negative
The story-line is predictable as expected, I won't hate on that. But its presentation is lacking and not well thought out.	negative
The casting is up-side down, totally. It's like, the wrong guys acting the wrong parts. Chris Attoh (Umar in the movie) was obviously out of place as the bad guy... If you've seen Tinsel, you will know that Damilola Adegbite and Cris Attoh have got serious chemistry, but this movie doesn't take advantage of that when it should have	negative
 it's un-forgivable crap. And I say 'to me' because I feel I am obliged to share with you that while seeing 'Flower Girl', there were two ladies in the cinema, who couldn't just stop laughing... but if you consider that, there were about five of us in the hall... in my book that's a conversion rate that falls short of the pass mark... but at least it does show that some people may, and will like it. Happy viewing to them.	negative
The movie doesn’t treat its characters well at all. There’s Joy (Atlanta Bridget Johnson), who could be replaced with a potted plant without ruining the script. Well, Samuel still needs the motivation to step foot in a church, and it’s Joy who provides that. Instead, maybe Teju (Osas Ighodaro) could mention that church staff get paid and he asks if they need a musician. And he could be in love with Rekya (Dorcas Shola Fapson) instead, only for her to leave for greener pastures, sending him into a spiral. Upon her return, Rekya could use Samuel’s church to launder money. Then we can focus on the thriller aspect. And this time, Samuel doesn’t just do anything when Teju threatens to ruin him.	negative
Man of God’s most significant success is its final scene. It’s only right for the prodigal son to come back home, and return while his father is giving a sermon about lost sheep? It’s almost poetic. But it is unearned. With a scattered plot and underdeveloped characters, the movie spends too much time on passion and drama and forgets about depth. It doesn’t delve deep into corruption in the church or make a case about reclaiming faith. It doesn’t develop the relationship between Samuel and his parents, who made him the man he is. It waves different themes in front of your face, barely touching on any of them. Huge chunks of the film seem to be missing.	negative
